category,tag,poi_subtype,service_role,life_circle_tier,is_life_service,supply_weight,count
医疗,医疗,general_hospital,city_resource,15.0,1,1.3,5
医疗,医疗;其他,emergency,city_resource,15.0,1,1.2,5
医疗,购物,healthcare_noise,excluded,,0,0.0,5
医疗,医疗;医疗保健,pharmacy,basic_daily,5.0,1,1.0,4
医疗,医疗;疗养院,specialized_hospital,city_resource,15.0,1,1.0,4
医疗,教育培训;其他,general_hospital,city_resource,15.0,1,1.3,4
医疗,生活服务,general_hospital,city_resource,15.0,1,1.3,4
医疗,购物;商铺,general_hospital,city_resource,15.0,1,1.3,4
医疗,购物;商铺,pharmacy,basic_daily,5.0,1,1.0,4
医疗,门址;门址点,healthcare_noise,excluded,,0,0.0,4
医疗,丽人;美容,healthcare_noise,excluded,,0,0.0,3
医疗,公司企业;公司,specialized_hospital,city_resource,15.0,1,1.0,3
医疗,公司企业;其他,general_hospital,city_resource,15.0,1,1.3,3
医疗,出入口;门,general_hospital,city_resource,15.0,1,1.3,3
医疗,医疗;医疗器械,pharmacy,basic_daily,5.0,1,1.0,3
医疗,房地产;内部楼栋,healthcare_noise,excluded,,0,0.0,3
医疗,旅游景点;博物馆,pharmacy,basic_daily,5.0,1,1.0,3
医疗,丽人;美容,general_hospital,city_resource,15.0,1,1.3,2
医疗,医疗;综合医院,emergency,city_resource,15.0,1,1.2,2
医疗,医疗;诊所,pharmacy,basic_daily,5.0,1,1.0,2
医疗,房地产;宿舍,healthcare_noise,excluded,,0,0.0,2
医疗,政府机构;公检法机构,general_hospital,city_resource,15.0,1,1.3,2
医疗,生活服务,healthcare_noise,excluded,,0,0.0,2
医疗,生活服务;物流公司,pharmacy,basic_daily,5.0,1,1.0,2
医疗,生活服务;维修点,healthcare_noise,excluded,,0,0.0,2
医疗,购物;家居建材,healthcare_noise,excluded,,0,0.0,2
医疗,酒店;其他,healthcare_noise,excluded,,0,0.0,2
医疗,丽人;美发,healthcare_noise,excluded,,0,0.0,1
医疗,丽人;美容,clinic,daily_complete,10.0,1,1.0,1
医疗,休闲娱乐;洗浴按摩,clinic,daily_complete,10.0,1,1.0,1
医疗,休闲娱乐;游戏场所,general_hospital,city_resource,15.0,1,1.3,1
医疗,公司企业;公司,medical_device,excluded,,0,0.0,1
医疗,出入口;门,clinic,daily_complete,10.0,1,1.0,1
医疗,医疗,specialized_hospital,city_resource,15.0,1,1.0,1
医疗,医疗;专科医院,emergency,city_resource,15.0,1,1.2,1
医疗,医疗;综合医院,specialized_hospital,city_resource,15.0,1,1.0,1
医疗,房地产,healthcare_noise,excluded,,0,0.0,1
医疗,房地产;住宅区,general_hospital,city_resource,15.0,1,1.3,1
医疗,房地产;写字楼,general_hospital,city_resource,15.0,1,1.3,1
医疗,政府机构,healthcare_noise,excluded,,0,0.0,1
医疗,政府机构;公检法机构,healthcare_noise,excluded,,0,0.0,1
医疗,政府机构;其他,healthcare_noise,excluded,,0,0.0,1
医疗,政府机构;社会团体,healthcare_noise,excluded,,0,0.0,1
医疗,政府机构;行政单位,general_hospital,city_resource,15.0,1,1.3,1
医疗,教育培训,healthcare_noise,excluded,,0,0.0,1
医疗,教育培训;亲子教育,healthcare_noise,excluded,,0,0.0,1
医疗,教育培训;其他,clinic,daily_complete,10.0,1,1.0,1
医疗,教育培训;培训机构,general_hospital,city_resource,15.0,1,1.3,1
医疗,教育培训;培训机构,healthcare_noise,excluded,,0,0.0,1
医疗,教育培训;科研机构,healthcare_noise,excluded,,0,0.0,1
医疗,教育培训;高等院校,healthcare_noise,excluded,,0,0.0,1
医疗,文化传媒;文化宫,healthcare_noise,excluded,,0,0.0,1
医疗,汽车服务;汽车维修,healthcare_noise,excluded,,0,0.0,1
医疗,汽车服务;汽车美容,healthcare_noise,excluded,,0,0.0,1
医疗,生活服务;公用事业,healthcare_noise,excluded,,0,0.0,1
医疗,生活服务;宠物服务,healthcare_noise,excluded,,0,0.0,1
医疗,生活服务;宠物服务,specialized_hospital,city_resource,15.0,1,1.0,1
医疗,美食;中餐厅,healthcare_noise,excluded,,0,0.0,1
医疗,美食;小吃快餐店,healthcare_noise,excluded,,0,0.0,1
医疗,行政地标;其他,healthcare_noise,excluded,,0,0.0,1
医疗,购物;其他,clinic,daily_complete,10.0,1,1.0,1
医疗,购物;商铺,clinic,daily_complete,10.0,1,1.0,1
医疗,购物;商铺,specialized_hospital,city_resource,15.0,1,1.0,1
医疗,购物;超市,healthcare_noise,excluded,,0,0.0,1
医疗,运动健身;体育场馆,specialized_hospital,city_resource,15.0,1,1.0,1
医疗,运动健身;健身中心,healthcare_noise,excluded,,0,0.0,1
医疗,道路;其他,healthcare_noise,excluded,,0,0.0,1
医疗,金融;投资理财,healthcare_noise,excluded,,0,0.0,1
购物,购物;商铺,general_shop,basic_daily,10.0,1,0.35,44741
购物,购物;家居建材,home_building,city_resource,15.0,1,0.25,14208
购物,购物;便利店,convenience_store,basic_daily,5.0,1,1.0,7470
购物,购物;超市,supermarket,basic_daily,5.0,1,1.0,5957
购物,购物;商铺,shopping_mall,city_resource,15.0,1,1.0,3638
购物,购物;家电数码,electronics,city_resource,15.0,1,0.25,2914
购物,购物;其他,other_shopping,daily_complete,10.0,1,0.2,2878
购物,购物;商铺,market,daily_complete,10.0,1,1.0,2236
购物,公司企业;公司,shopping_noise,excluded,,0,0.0,1741
购物,购物;市场,market,daily_complete,10.0,1,1.0,982
购物,购物,other_shopping,daily_complete,10.0,1,0.2,587
购物,购物;商铺,supermarket,basic_daily,5.0,1,1.0,507
购物,,shopping_noise,excluded,,0,0.0,494
购物,购物;购物中心,shopping_mall,city_resource,15.0,1,1.0,476
购物,购物;家居建材,shopping_mall,city_resource,15.0,1,1.0,346
购物,生活服务;其他,shopping_noise,excluded,,0,0.0,324
购物,购物;家居建材,market,daily_complete,10.0,1,1.0,320
购物,出入口;门,shopping_noise,excluded,,0,0.0,229
购物,房地产;内部楼栋,shopping_noise,excluded,,0,0.0,147
购物,美食;小吃快餐店,shopping_noise,excluded,,0,0.0,117
购物,美食;蛋糕甜品店,shopping_noise,excluded,,0,0.0,112
购物,生活服务;维修点,shopping_noise,excluded,,0,0.0,109
购物,出入口;门,market,daily_complete,10.0,1,1.0,96
购物,购物;其他,shopping_mall,city_resource,15.0,1,1.0,92
购物,公司企业;厂矿,shopping_noise,excluded,,0,0.0,89
购物,房地产;住宅区,shopping_noise,excluded,,0,0.0,86
购物,房地产;写字楼,shopping_noise,excluded,,0,0.0,83
购物,政府机构;行政单位,market,daily_complete,10.0,1,1.0,73
购物,购物;其他,market,daily_complete,10.0,1,1.0,66
购物,美食;中餐厅,shopping_noise,excluded,,0,0.0,63
购物,交通设施;停车场,shopping_noise,excluded,,0,0.0,61
购物,购物;家电数码,shopping_mall,city_resource,15.0,1,1.0,60
购物,生活服务;其他,shopping_mall,city_resource,15.0,1,1.0,59
购物,政府机构;行政单位,shopping_noise,excluded,,0,0.0,56
购物,购物;百货商场,shopping_mall,city_resource,15.0,1,1.0,51
购物,医疗;医疗保健,shopping_noise,excluded,,0,0.0,50
购物,美食;酒吧,shopping_noise,excluded,,0,0.0,50
购物,出入口;停车场出入口,shopping_noise,excluded,,0,0.0,48
购物,公交车站,shopping_noise,excluded,,0,0.0,45
购物,房地产;其他,shopping_noise,excluded,,0,0.0,42
购物,美食;咖啡厅,shopping_noise,excluded,,0,0.0,42
购物,行政地标;村庄,shopping_noise,excluded,,0,0.0,35
购物,购物;超市,convenience_store,basic_daily,5.0,1,1.0,34
购物,美食;茶座,shopping_noise,excluded,,0,0.0,33
购物,公司企业;公司,market,daily_complete,10.0,1,1.0,31
购物,购物;其他,supermarket,basic_daily,5.0,1,1.0,30
购物,生活服务;殡葬服务,shopping_noise,excluded,,0,0.0,28
购物,购物;家居建材,supermarket,basic_daily,5.0,1,1.0,28
购物,美食,shopping_noise,excluded,,0,0.0,27
购物,美食;外国餐厅,shopping_noise,excluded,,0,0.0,27
购物,出入口;其他,shopping_noise,excluded,,0,0.0,26
购物,美食;其他,shopping_noise,excluded,,0,0.0,25
购物,交通设施;停车场,market,daily_complete,10.0,1,1.0,24
购物,购物;商铺,convenience_store,basic_daily,5.0,1,1.0,23
购物,医疗;其他,shopping_noise,excluded,,0,0.0,22
购物,教育培训;培训机构,shopping_noise,excluded,,0,0.0,21
购物,汽车服务;汽车配件,shopping_noise,excluded,,0,0.0,21
购物,公司企业;园区,shopping_noise,excluded,,0,0.0,20
购物,生活服务,shopping_noise,excluded,,0,0.0,20
购物,生活服务;其他,supermarket,basic_daily,5.0,1,1.0,20
购物,,convenience_store,basic_daily,5.0,1,1.0,19
购物,金融;银行,shopping_noise,excluded,,0,0.0,19
购物,休闲娱乐;其他,shopping_noise,excluded,,0,0.0,18
购物,交通设施;接送点,shopping_noise,excluded,,0,0.0,17
购物,酒店;其他,shopping_noise,excluded,,0,0.0,17
购物,丽人;美容,shopping_noise,excluded,,0,0.0,16
购物,医疗;医疗器械,shopping_noise,excluded,,0,0.0,16
购物,购物;家电数码,market,daily_complete,10.0,1,1.0,16
购物,文化传媒;展览馆,shopping_noise,excluded,,0,0.0,15
购物,购物;家电数码,supermarket,basic_daily,5.0,1,1.0,15
购物,金融;atm,shopping_noise,excluded,,0,0.0,14
购物,出入口;停车场出入口,market,daily_complete,10.0,1,1.0,13
购物,房地产,shopping_noise,excluded,,0,0.0,13
购物,汽车服务;汽车维修,shopping_noise,excluded,,0,0.0,13
购物,医疗;药店,shopping_noise,excluded,,0,0.0,12
购物,休闲娱乐;洗浴按摩,shopping_noise,excluded,,0,0.0,10
购物,公司企业;其他,shopping_noise,excluded,,0,0.0,10
购物,生活服务;物流公司,shopping_noise,excluded,,0,0.0,10
购物,,shopping_mall,city_resource,15.0,1,1.0,9
购物,公司企业,shopping_noise,excluded,,0,0.0,9
购物,公司企业;公司,shopping_mall,city_resource,15.0,1,1.0,9
购物,旅游景点;景点,shopping_noise,excluded,,0,0.0,9
购物,美食;小吃快餐店,market,daily_complete,10.0,1,1.0,9
购物,丽人;美发,shopping_noise,excluded,,0,0.0,8
购物,生活服务;照相馆,shopping_noise,excluded,,0,0.0,8
购物,美食;小吃快餐店,shopping_mall,city_resource,15.0,1,1.0,8
购物,门址;门址点,shopping_noise,excluded,,0,0.0,8
购物,交通设施;其他,shopping_noise,excluded,,0,0.0,7
购物,休闲娱乐;休闲广场,shopping_noise,excluded,,0,0.0,7
购物,休闲娱乐;游戏场所,shopping_noise,excluded,,0,0.0,7
购物,公司企业;农林园艺,shopping_noise,excluded,,0,0.0,7
购物,汽车服务;其他,shopping_noise,excluded,,0,0.0,7
购物,汽车服务;汽车销售,market,daily_complete,10.0,1,1.0,7
购物,汽车服务;汽车销售,shopping_noise,excluded,,0,0.0,7
购物,生活服务;家政服务,shopping_noise,excluded,,0,0.0,7
购物,生活服务;房产中介机构,shopping_noise,excluded,,0,0.0,7
购物,运动健身;体育场馆,shopping_noise,excluded,,0,0.0,7
购物,,market,daily_complete,10.0,1,1.0,6
购物,,supermarket,basic_daily,5.0,1,1.0,6
购物,交通设施;普通停车位,shopping_noise,excluded,,0,0.0,6
购物,公司企业;公司,supermarket,basic_daily,5.0,1,1.0,6
购物,出入口;其他,supermarket,basic_daily,5.0,1,1.0,6
购物,生活服务;宠物服务,shopping_noise,excluded,,0,0.0,6
购物,酒店;快捷酒店,shopping_noise,excluded,,0,0.0,6
购物,丽人,shopping_noise,excluded,,0,0.0,5
购物,交通设施;接送点,shopping_mall,city_resource,15.0,1,1.0,5
购物,出入口;其他,market,daily_complete,10.0,1,1.0,5
购物,房地产;写字楼,shopping_mall,city_resource,15.0,1,1.0,5
购物,生活服务;其他,market,daily_complete,10.0,1,1.0,5
购物,生活服务;通讯营业厅,shopping_noise,excluded,,0,0.0,5
购物,购物,shopping_mall,city_resource,15.0,1,1.0,5
购物,购物;其他,convenience_store,basic_daily,5.0,1,1.0,5
购物,购物;家居建材,convenience_store,basic_daily,5.0,1,1.0,5
购物,酒店;星级酒店,shopping_noise,excluded,,0,0.0,5
购物,丽人;其他,shopping_noise,excluded,,0,0.0,4
购物,丽人;美甲,shopping_noise,excluded,,0,0.0,4
购物,休闲娱乐;歌舞厅,shopping_noise,excluded,,0,0.0,4
购物,公交车站,market,daily_complete,10.0,1,1.0,4
购物,政府机构;社会团体,shopping_noise,excluded,,0,0.0,4
购物,教育培训;其他,shopping_noise,excluded,,0,0.0,4
购物,汽车服务;汽车美容,shopping_noise,excluded,,0,0.0,4
购物,行政地标;其他,shopping_noise,excluded,,0,0.0,4
购物,购物;购物中心,supermarket,basic_daily,5.0,1,1.0,4
购物,道路;路口,shopping_noise,excluded,,0,0.0,4
购物,休闲娱乐;ktv,shopping_noise,excluded,,0,0.0,3
购物,休闲娱乐;农家院,shopping_noise,excluded,,0,0.0,3
购物,休闲娱乐;游戏场所,shopping_mall,city_resource,15.0,1,1.0,3
购物,出入口;停车场出入口,supermarket,basic_daily,5.0,1,1.0,3
购物,政府机构;其他,shopping_noise,excluded,,0,0.0,3
购物,教育培训;科研机构,shopping_noise,excluded,,0,0.0,3
购物,文化传媒,shopping_noise,excluded,,0,0.0,3
购物,文化传媒;其他,shopping_noise,excluded,,0,0.0,3
购物,文化传媒;展览馆,shopping_mall,city_resource,15.0,1,1.0,3
购物,文化传媒;美术馆,shopping_noise,excluded,,0,0.0,3
购物,旅游景点;其他,shopping_noise,excluded,,0,0.0,3
购物,生活服务;物流公司,supermarket,basic_daily,5.0,1,1.0,3
购物,美食;蛋糕甜品店,shopping_mall,city_resource,15.0,1,1.0,3
购物,购物,market,daily_complete,10.0,1,1.0,3
购物,运动健身;健身中心,shopping_noise,excluded,,0,0.0,3
购物,金融;投资理财,shopping_noise,excluded,,0,0.0,3
购物,休闲娱乐,shopping_noise,excluded,,0,0.0,2
购物,休闲娱乐;剧院,shopping_noise,excluded,,0,0.0,2
购物,公司企业;公司,convenience_store,basic_daily,5.0,1,1.0,2
购物,公司企业;其他,supermarket,basic_daily,5.0,1,1.0,2
购物,出入口;门,convenience_store,basic_daily,5.0,1,1.0,2
购物,医疗,shopping_noise,excluded,,0,0.0,2
购物,医疗;其他,convenience_store,basic_daily,5.0,1,1.0,2
购物,房地产;住宅区,shopping_mall,city_resource,15.0,1,1.0,2
购物,房地产;内部楼栋,shopping_mall,city_resource,15.0,1,1.0,2
购物,房地产;宿舍,shopping_noise,excluded,,0,0.0,2
购物,教育培训;培训机构,shopping_mall,city_resource,15.0,1,1.0,2
购物,旅游景点;文物古迹,shopping_noise,excluded,,0,0.0,2
购物,生活服务;维修点,shopping_mall,city_resource,15.0,1,1.0,2
购物,美食;中餐厅,supermarket,basic_daily,5.0,1,1.0,2
购物,美食;小吃快餐店,supermarket,basic_daily,5.0,1,1.0,2
购物,购物,convenience_store,basic_daily,5.0,1,1.0,2
购物,购物,supermarket,basic_daily,5.0,1,1.0,2
购物,购物;购物中心,market,daily_complete,10.0,1,1.0,2
购物,金融;典当行,shopping_noise,excluded,,0,0.0,2
购物,丽人;美发,shopping_mall,city_resource,15.0,1,1.0,1
购物,丽人;美容,shopping_mall,city_resource,15.0,1,1.0,1
购物,交通设施,shopping_noise,excluded,,0,0.0,1
购物,交通设施;停车场,shopping_mall,city_resource,15.0,1,1.0,1
购物,交通设施;停车场,supermarket,basic_daily,5.0,1,1.0,1
购物,交通设施;桥,shopping_noise,excluded,,0,0.0,1
购物,交通设施;长途汽车站,shopping_noise,excluded,,0,0.0,1
购物,休闲娱乐;洗浴按摩,shopping_mall,city_resource,15.0,1,1.0,1
购物,休闲娱乐;电影院,shopping_mall,city_resource,15.0,1,1.0,1
购物,休闲娱乐;网吧,shopping_noise,excluded,,0,0.0,1
购物,公司企业,market,daily_complete,10.0,1,1.0,1
购物,公司企业;其他,market,daily_complete,10.0,1,1.0,1
购物,公司企业;其他,shopping_mall,city_resource,15.0,1,1.0,1
购物,公司企业;厂矿,supermarket,basic_daily,5.0,1,1.0,1
购物,出入口;其他,shopping_mall,city_resource,15.0,1,1.0,1
购物,出入口;门,shopping_mall,city_resource,15.0,1,1.0,1
购物,出入口;门,supermarket,basic_daily,5.0,1,1.0,1
购物,医疗;体检机构,shopping_noise,excluded,,0,0.0,1
购物,医疗;其他,shopping_mall,city_resource,15.0,1,1.0,1
购物,医疗;药店,shopping_mall,city_resource,15.0,1,1.0,1
购物,医疗;诊所,shopping_noise,excluded,,0,0.0,1
购物,房地产;住宅区,market,daily_complete,10.0,1,1.0,1
购物,房地产;住宅区,supermarket,basic_daily,5.0,1,1.0,1
购物,房地产;其他,market,daily_complete,10.0,1,1.0,1
购物,房地产;其他,shopping_mall,city_resource,15.0,1,1.0,1
购物,房地产;内部楼栋,market,daily_complete,10.0,1,1.0,1
购物,政府机构,shopping_noise,excluded,,0,0.0,1
购物,政府机构;公检法机构,shopping_noise,excluded,,0,0.0,1
购物,政府机构;福利机构,shopping_noise,excluded,,0,0.0,1
购物,教育培训;中学,shopping_noise,excluded,,0,0.0,1
购物,教育培训;亲子教育,shopping_noise,excluded,,0,0.0,1
购物,教育培训;小学,shopping_noise,excluded,,0,0.0,1
购物,教育培训;留学中介机构,shopping_noise,excluded,,0,0.0,1
购物,文化传媒;文化宫,supermarket,basic_daily,5.0,1,1.0,1
购物,文化传媒;新闻出版,shopping_noise,excluded,,0,0.0,1
购物,旅游景点,shopping_noise,excluded,,0,0.0,1
购物,旅游景点;博物馆,shopping_noise,excluded,,0,0.0,1
购物,旅游景点;景点,shopping_mall,city_resource,15.0,1,1.0,1
购物,旅游景点;水族馆,shopping_noise,excluded,,0,0.0,1
购物,旅游景点;游乐园,shopping_noise,excluded,,0,0.0,1
购物,旅游景点;风景区,shopping_noise,excluded,,0,0.0,1
购物,汽车服务,shopping_noise,excluded,,0,0.0,1
购物,汽车服务;其他,market,daily_complete,10.0,1,1.0,1
购物,汽车服务;汽车销售,shopping_mall,city_resource,15.0,1,1.0,1
购物,生活服务,shopping_mall,city_resource,15.0,1,1.0,1
购物,生活服务;公共厕所,shopping_noise,excluded,,0,0.0,1
购物,生活服务;其他,convenience_store,basic_daily,5.0,1,1.0,1
购物,生活服务;图文快印店,shopping_noise,excluded,,0,0.0,1
购物,生活服务;殡葬服务,shopping_mall,city_resource,15.0,1,1.0,1
购物,生活服务;洗衣店,shopping_noise,excluded,,0,0.0,1
购物,生活服务;照相馆,shopping_mall,city_resource,15.0,1,1.0,1
购物,生活服务;维修点,market,daily_complete,10.0,1,1.0,1
购物,生活服务;通讯营业厅,supermarket,basic_daily,5.0,1,1.0,1
购物,生活服务;邮局,shopping_noise,excluded,,0,0.0,1
购物,美食,supermarket,basic_daily,5.0,1,1.0,1
购物,美食;中餐厅,shopping_mall,city_resource,15.0,1,1.0,1
购物,美食;其他,convenience_store,basic_daily,5.0,1,1.0,1
购物,美食;其他,market,daily_complete,10.0,1,1.0,1
购物,美食;外国餐厅,market,daily_complete,10.0,1,1.0,1
购物,美食;外国餐厅,shopping_mall,city_resource,15.0,1,1.0,1
购物,美食;小吃快餐店,convenience_store,basic_daily,5.0,1,1.0,1
购物,美食;蛋糕甜品店,supermarket,basic_daily,5.0,1,1.0,1
购物,行政地标,shopping_noise,excluded,,0,0.0,1
购物,行政地标;区县,shopping_noise,excluded,,0,0.0,1
购物,购物;市场,supermarket,basic_daily,5.0,1,1.0,1
购物,购物;百货商场,market,daily_complete,10.0,1,1.0,1
购物,购物;百货商场,supermarket,basic_daily,5.0,1,1.0,1
购物,运动健身;其他,shopping_noise,excluded,,0,0.0,1
购物,道路;其他,shopping_noise,excluded,,0,0.0,1
购物,酒店,shopping_noise,excluded,,0,0.0,1
购物,酒店;公寓式酒店,shopping_noise,excluded,,0,0.0,1
购物,酒店;快捷酒店,supermarket,basic_daily,5.0,1,1.0,1
购物,酒店;民宿,shopping_noise,excluded,,0,0.0,1
